Kod_Kursus,Nama_Kursus,Tahun_Kursus,Tempoh_Kursus,Bidang,Sub_Bidang,Skim_Gred,Skim_Kod,Nama_Skim
EAA0017,KURSUS PENGURUSAN PENTERNAKAN AYAM PEDAGING (UPSKILLING-GS),2024,2,VETERINAR,TERNAKAN,C22,C,Sains
EAA0020,"PROGRAM BERSEPADU PENGUKUHAN PEMAHAMAN AMALAN PERLADANGAN TERBAIK (GAHP) BERSAMA AUDITOR VETERINAR DILANTIK DAN PENGUSAHA PREMIS PERLADANGAN & KURSUS PENDAFTARAN, PENSIJILAN & PENGEKSPORTAN SBW & LAT SISTEM BLOCKCHAIN MYWALET BIL. 1/24 (TERBUKA)",2024,6,VETERINAR,PENSIJILAN,C22,C,Sains
EAA0026,KURSUS LANJUTAN PENTERNAKAN AYAM BELANDA (UPSKILLING-GS),2024,3,VETERINAR,TERNAKAN,C41,C,Sains
EEA0002,ETIKA DAN PROTOKOL,2022,3,KOMUNIKASI,Protokol dan Pengurusan Majlis,C19,C,Sains
EEA0015,GAMIFIKASI KREATIVITI DI TEMPAT KERJA,2022,2,PEMBANGUNAN DIRI DAN SAHSIAH,Pengukuhan Pasukan,C19,C,Sains
EEA0016,PEGAWAI PEMERIKSA ASET ALIH KERAJAAN,2022,3,INOVASI DAN KREATIVITI,Pengurusan Harta Intelek,C22,C,Sains
EEA0020,MS ISO/IEC 17025:2017: PROCEDURES OF METHOD VALIDATION AND VERIFICATION,2022,2,PERTANIAN,PENGETAHUAN UNDANG-UNDANG & DASAR BERKAITAN BIDANG PERTANIAN,C44,C,Sains
EEA0026,MPSAS: PERAKAUNAN ASET,2022,3,PENGURUSAN,Pengurusan Dokumen Rasmi,C44,C,Sains
EEA0033,PENGURUSAN TANAH SIRI 1,2023,4,PERTANIAN,PENGURUSAN SUMBER TANAH PERTANIAN,C44,C,Sains
EEA0042,TEKNOLOGI PENGHASILAN SABUN DAN PENGEKSTRAKAN MINYAK PATI DARIPADA TANAMAN,2023,2,PERTANIAN,PENGEMBANGAN PERTANIAN,C19,C,Sains
EEA0048,PENGENDALIAN LEPAS TUAI BUAH DURIAN,2023,2,PERTANIAN,PENGEMBANGAN PERTANIAN,C22,C,Sains
EEA0049,CANTUMAN DURIAN (CANTUMAN DEWASA DAN ANAK POKOK),2023,3,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,C26,C,Sains
EEA0050,AGRONOMI TANAMAN SAYURAN (DAUN DAN BUAH),2023,2,PERTANIAN,PENGURUSAN LADANG,C19,C,Sains
EEA0051,TEKNOLOGI PENGURUSAN PENANAMAN KELAPA,2023,3,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,C22,C,Sains
EEA0052,TATACARA PENGURUSAN ASET HIDUP (TUMBUHAN),2023,3,PENGURUSAN,Pengurusan Persekitaran,C29,C,Sains
EEA0054,TATACARA PELUPUSAN ASET ALIH DAN ASET TUMBUHAN,2023,3,PENGURUSAN,Pengurusan Persekitaran,C19,C,Sains
EEA0060,PENGURUSAN MASA,2023,2,PEMBANGUNAN DIRI DAN SAHSIAH,Keperibadian dan Profesionalisme,C29,C,Sains
EEA0061,TATACARA PENGURUSAN KEWANGAN,2024,2,KEWANGAN,Kewangan,C19,C,Sains
EEA0062,PENGURUSAN PEROSAK BERSEPADU (IPM),2024,2,PERTANIAN,PENGURUSAN BIOSEKURITI TUMBUHAN,C22,C,Sains
EEA0073,SPEAK BETTER ENGLISH COURSE,2024,3,BAHASA,English,C32,C,Sains
EEA0077,PAKEJ TEKNOLOGI TANAMAN KELAPA,2024,3,PERTANIAN,PENGURUSAN LADANG,C22,C,Sains
FZA0009,Kursus Penyediaan Spesifikasi dan Skema Pemarkahan Sebut Harga/Tender,2022,2,KEWANGAN,Perolehan,C29,C,Sains
FZA0012,Kursus Anjakan Paradigma Kepada Bakal Pesara,2023,1,PEMBANGUNAN DIRI DAN SAHSIAH,Keperibadian dan Profesionalisme,C26,C,Sains
HAA0012,KURSUS PENINGKATAN PEMBEKALAN PEMBEKALAN HASIL KELUARAN PERTANIAN/PERTENAKAN BERKUALITI TINGGI MELALUI PENGENDALIAN LEPAS TUAI (UPSKILLING/PP),2023,3,INDUSTRI MAKANAN,KUALITI DAN KESELAMATAN MAKANAN,C32,C,Sains
HAA0013,KURSUS PENINGKATAN PEMBEKALAN PEMBEKALAN HASIL KELUARAN PERTANIAN/PERTENAKAN BERKUALITI TINGGI - PENGIRAAN KOS MARGIN (UPSKILLING/PP),2024,3,INDUSTRI MAKANAN,KUALITI DAN KESELAMATAN MAKANAN,C32,C,Sains
HAA0015,KURSUS UPSKILLING FACEBOOK ADS (ADVANCE) UNTUK USAHAWAN AGROMAKANAN (UPSKILLING /GS),2023,3,INDUSTRI MAKANAN,PEMASARAN DIGITAL,C19,C,Sains
IEA0019,KURSUS TEKNIK PENCAHAYAAN STUDIO (PERTENGAHAN),2024,4,PENYIARAN,KEJURUTERAAN TV,C41,C,Sains
IIA0002,"KURSUS PENGURUSAN PEROLEHAN KERAJAAN (PEMBELIAN TERUS, SEBUTHARGA, TENDER & PENGURUSAN KONTRAK)",2022,2,KEWANGAN,Perolehan,C32,C,Sains
IIA0004,KURSUS TEKNIK PENULISAN DI MEDIA SOSIAL,2022,2,PEMBANGUNAN DIRI DAN SAHSIAH,Keyakinan Diri,C38,C,Sains
IIA0006,KURSUS DIAGNOSTIK PENYAKIT DAN PEROSAK TANAMAN BUAH-BUAHAN (MELON),2022,3,PERTANIAN,PENGURUSAN BIOSEKURITI TUMBUHAN,C22,C,Sains
IIA0008,KURSUS PENGURUSAN & PELAKSANAAN PROJEK PERTANIAN,2022,1,PERTANIAN,PENGEMBANGAN PERTANIAN,C41,C,Sains
IIA0011,KURSUS PENGURUSAN PEROSAK TANAMAN KELAPA,2022,2,PERTANIAN,PENGURUSAN BIOSEKURITI TUMBUHAN,C32,C,Sains
IIA0015,KURSUS PEMASARAN DIGITAL,2022,1,PERTANIAN,PENGEMBANGAN PERTANIAN,C19,C,Sains
IIA0027,KURSUS PENGACARAAN & MODERATOR,2023,3,KOMUNIKASI,Pengucapan Awam,C19,C,Sains
IIA0030,KURSUS KESEDARAN KESELAMATAN PERLINDUNGAN,2023,3,KESELAMATAN,Keselamatan Dan Kesihatan Pekerjaan,C19,C,Sains
IIA0032,KURSUS PENYERAGAMAN TATACARA UJIAN BIJI BENIH SKIM PENGESAHAN BENIH PADI DI MAKMAL,2023,2,PERTANIAN,PENGEMBANGAN PERTANIAN,C19,C,Sains
IIA0034,KURSUS TEKNOLOGI RETORT,2023,2,INDUSTRI MAKANAN,PEMPROSESAN MAKANAN,C32,C,Sains
IIA0039,KURSUS TEKNOLOGI IOT HALIA FERTIGASI,2023,2,PERTANIAN,PENGEMBANGAN PERTANIAN,C32,C,Sains
IIA0048,KURSUS PENGENALAN KEPADA ANALISIS RISIKO PEROSAK DALAM SKOP BIOSEKURITI TUMBUHAN,2023,3,PERTANIAN,PENGURUSAN BIOSEKURITI TUMBUHAN,C22,C,Sains
IIA0054,Kursus Penyediaan Spesifikasi Sebut Harga/Tender & Penyediaan Surat Setuju Terima & Dokumen Kontrak,2024,3,KEWANGAN,Perolehan,C41,C,Sains
IIA0056,Kursus Pengurusan Kenderaan Kerajaan,2024,2,PENGURUSAN,Sumber Manusia (Perkhidmatan),C19,C,Sains
ISA0003,KURSUS TED TALK,2024,3,KOMUNIKASI,Pengucapan Awam,C19,C,Sains
KA0001,Kursus Asas Penggunaan Sistem Pengurusan Aduan Awam (SISPAA),2021,2,ICT,Pengurusan Maklumat,C41,C,Sains
KAA0017,Kursus Pemahaman dan Pelaksanaan MS ISO 9001:2015,2023,2,PENGURUSAN,Kualiti,C29,C,Sains
KBA0023,Public Speaking Course: INTAN Talk Your Way to the Top,2021,3,BAHASA,English,C48,C,Sains
KCA0008,User Requirements Specification (URS): Kejuruteraan Sistem Aplikasi Sektor Awam (KRISA),2022,3,ICT,Pembangunan Sistem,C29,C,Sains
KCA0010,Kursus Pembangunan Mobile App: Flutter,2020,2,ICT,Pembangunan Sistem,C41,C,Sains
KCA0015,Kursus RBTCS: Microsoft Office 2019: Tips and Tricks,2021,2,ICT,Pembangunan Sistem,C41,C,Sains
KCA0019,Kursus RBTCS: Database Fundamentals,2021,3,ICT,Pembangunan Sistem,C44,C,Sains
KCA0020,Kursus RBTCS: Power BI Essentials,2021,2,ICT,Pengurusan Maklumat,C44,C,Sains
KCA0022,Kursus Standard ISO/IEC ISMS 27001 bagi  Pelaksana ISMS,2022,1,ICT,Pengurusan Keselamatan ICT,C29,C,Sains
KCA0025,Kursus RBTCS: Playworks Excel Fun Formulas,2021,3,ICT,Pembangunan Sistem,C41,C,Sains
KCA0033,Kursus Standard ISO/IEC ISMS 27001 bagi  Juruaudit Dalam ISMS,2021,1,ICT,Pengurusan Keselamatan ICT,C44,C,Sains
KCA0034,Kursus RBTCS: Microsoft Azure Fundamentals,2021,2,ICT,Pengurusan Maklumat,C44,C,Sains
KCA0037,Kursus RBTCS: Blockchain Fundamental,2021,1,ICT,Pengurusan Keselamatan ICT,C41,C,Sains
KCA0039,Kursus RBTCS: Dashboard Reporting,2021,3,ICT,Pengurusan Maklumat,C44,C,Sains
KCA0043,Kursus RBTCS: Introduction to Programming Using Python,2021,5,ICT,Pembangunan Sistem,C29,C,Sains
KCA0053,Kursus RBTCS: Microsoft Azure AI Fundamentals,2021,1,ICT,Pengurusan Maklumat,C44,C,Sains
KCA0054,RBTCS: Cloud Computing,2022,2,ICT,Pengurusan Keselamatan ICT,C41,C,Sains
KCA0068,Kursus RBTCS : Risk Assessment for ISMS 27001:2013,2022,3,ICT,Pengurusan Keselamatan ICT,C41,C,Sains
KCA0079,Kursus Exploring Data Analytics with Speedminer,2022,3,ICT,Pengurusan Maklumat,C41,C,Sains
KCA0080,Kursus RBCTS: Mobile Apps Flutter,2022,3,ICT,Pembangunan Sistem,C29,C,Sains
KCA0085,Kursus Security Information and Event Management (SIEM) Menggunakan Micro Focus Sentinel,2023,3,ICT,Pengurusan Keselamatan ICT,C29,C,Sains
KCA0088,Kursus Kejuruteraan Sistem Aplikasi Sektor Awam (KRISA) : Pengujian Sistem,2023,3,ICT,Pembangunan Sistem,C29,C,Sains
KCA0092,Kursus Teknikal Microsoft Azure IoT,2022,3,ICT,Pengurusan Rangkaian,C29,C,Sains
KCA0094,Kursus Train of Trainer: Big Data Analytics Essentials,2022,3,ICT,Pengurusan Maklumat,C41,C,Sains
KCA0096,Kursus Internet of Things (Tahap Asas),2023,3,ICT,Pengurusan Rangkaian,C29,C,Sains
KCA0097,Kursus Train of Trainer: Internet of Things (Tahap Asas),2022,3,ICT,Pengurusan Rangkaian,C38,C,Sains
KCA0110,Kursus Asas Low Code : ScriptCase,2023,3,ICT,Pembangunan Sistem,C41,C,Sains
KCA0123,Kursus Big Data Analytics (Intermediate),2023,3,ICT,Sains Data,C44,C,Sains
KCA0124,Kursus Internet of Things (Tahap Pertengahan),2023,3,ICT,Pengurusan Rangkaian,C29,C,Sains
KCA0125,Kursus Train of Trainer : Big Data Analytics Using Speedminer (Intermediate),2023,3,ICT,Sains Data,C44,C,Sains
KCB0004,Kursus RBTCS: EC Council Certified Secure Computer User,2021,2,ICT,Pengurusan Keselamatan ICT,C44,C,Sains
KCB0006,"Cisco Certified Network Associate (CCNA): Routing, Switching and Wireless Essentials",2023,5,ICT,Pengurusan Rangkaian,C29,C,Sains
KCB0008,"RBTCS: Microsoft Excel 2016 Step by Step (Intro, Intermediate & Advanced) + MOS Exam",2021,5,ICT,Pengurusan Maklumat,C32,C,Sains
KCB0009,Kursus RBTCS: EC-Council Certified Ethical Hacker (CEH),2021,5,ICT,Pengurusan Keselamatan ICT,C41,C,Sains
KCB0012,Bengkel Introduction to Python For Machine Learning & Computer Vision,2021,3,ICT,Pengurusan Maklumat,C48,C,Sains
KCB0014,Kursus RBTCS: Internet of Things (IoT) using Raspberry Pi,2021,3,ICT,Pengurusan Rangkaian,C29,C,Sains
KCB0015,Kursus RBTCS: Internet of Things (IoT) using Arduino,2021,3,ICT,Pengurusan Rangkaian,C19,C,Sains
KFA0001,Kursus Analisis Penyata Kewangan,2022,3,KEWANGAN,Kewangan,C48,C,Sains
KFA0003,Kursus Pengurusan Bajet Berasaskan Outcome (OBB),2022,3,KEWANGAN,Kewangan,C44,C,Sains
KFA0007,Kursus Perakaunan Akruan (Asas),2022,3,KEWANGAN,Kewangan,C19,C,Sains
KFA0012,Kursus Pengenalan kepada Pengurusan Ekonomi (P&P),2021,3,EKONOMI,Pengetahuan,C44,C,Sains
KFA0023,Kursus Trade Negotiation Skills: FTA on Services and Investment,2023,3,EKONOMI,Pengetahuan,C48,C,Sains
KFA0024,Kursus Trade Negotiation Skills: Non-Traditional FTA Chapters,2023,3,EKONOMI,Pengetahuan,C44,C,Sains
KFA0025,Kursus Economic Consideration in Project Development,2021,4,EKONOMI,Pengetahuan,C48,C,Sains
KFA0029,Kursus Hapus Kira Aset Kerajaan,2021,1,KEWANGAN,Pengurusan Aset dan Stor,C19,C,Sains
KFA0030,Kursus Pelupusan Aset Kerajaan,2021,1,KEWANGAN,Pengurusan Aset dan Stor,C29,C,Sains
KFA0037,Kursus Matlamat Pembangunan Mampan (SDG): Siri Fokus Kesejahteraan,2023,1,EKONOMI,Sustainable Economic Development,C41,C,Sains
KFA0048,Kursus Sistem Pengurusan Stor (SPS),2024,2,KEWANGAN,Pengurusan Aset dan Stor,C19,C,Sains
KFA0049,Pengenalan kepada Tadbir Urus Ekonomi Mampan,2024,2,EKONOMI,Economics 101,C44,C,Sains
KFB0001,Kursus Sijil Pentauliahan Perolehan Kerajaan (SPPK) Bekalan & Perkhidmatan,2023,5,KEWANGAN,Perolehan,C29,C,Sains
KFB0005,Kursus Corporate Directors Leadership and Integrity (CDLI),2021,4,EKONOMI,Pengetahuan,C54,C,Sains
KLA0001,Sustainable Leadership ( Touch on SDG and international organisation leadership),2022,3,KEPIMPINAN,Kepimpinan,C41,C,Sains
KLA1001,Middle Management Leadership Assessment Programme (M-LEAP),2023,3,KEPIMPINAN,Kepimpinan,C52,C,Sains
KLA1009,Futures Thinking and Scenario Planning Workshop (Intermediate),2022,3,KEPIMPINAN,Kepimpinan,C44,C,Sains
KNA0009,Kursus Human Resource Champions,2021,3,PENGURUSAN,Sumber Manusia (Perkhidmatan),C22,C,Sains
KNA0016,Kursus Human Resource Champions: Pengurusan Persaraan,2022,2,PENGURUSAN,Sumber Manusia (Perkhidmatan),C32,C,Sains
KNA0018,"Kursus Human Resource Champions: Pengurusan Gaji, Elaun dan Kemudahan",2022,2,PENGURUSAN,Sumber Manusia (Perkhidmatan),C29,C,Sains
KNA0019,Kursus Human Resource Champions: Pengurusan Perkhidmatan dan Prestasi,2022,2,PENGURUSAN,Sumber Manusia (Perkhidmatan),C19,C,Sains
KPA0003,Masterclass on Civil Service Collaboration,2021,5,DASAR,Pengurusan Dasar Awam,C41,C,Sains
KPA0007,Introduction to Behavioural Insights in Policy Making,2023,2,DASAR,Pengurusan Dasar Awam,C54,C,Sains
KXC1001,Bengkel Needs Analysis For Trainers (NAFT),2023,2,PEMBANGUNAN LATIHAN,Pengurusan Latihan,C29,C,Sains
MMA0002,Kursus Penternakan Ayam Komersial Siri 1 - (Talent Pool),2023,3,VETERINAR,TERNAKAN,C22,C,Sains
MMA0020,Kursus Penternakan Ayam Komersial Siri 4 - (Talent Pool),2023,2,VETERINAR,INDUSTRI ASAS TERNAKAN,C22,C,Sains
PDA0001,PROGRAM SHARING HRMIS APPLICATION KNOWLEDGE & EXPERIENCE (SHARE) – HRMIS,2023,1,ICT,Pengurusan Maklumat,C44,C,Sains
SZA0004,Kursus Human Resource Champions Modul 1: Perancangan dan Pembangunan Organisasi,2021,2,PENGURUSAN,Sumber Manusia (Perkhidmatan),C19,C,Sains
SZA0005,Kursus Pengurusan Stor Kerajaan,2024,3,KEWANGAN,Pengurusan Aset dan Stor,C29,C,Sains
SZA0011,Kursus Language Awareness for Communicative Success: Basic Grammar,2021,2,BAHASA,English,C22,C,Sains
SZA0014,Kursus RBTCS: Playworks Excel Fun Formulas,2021,3,ICT,Produktiviti Desktop,C41,C,Sains
SZA0020,"Kursus Human Resource Champions Modul 4: Pengurusan Gaji, Elaun dan Kemudahan",2023,3,PENGURUSAN,Sumber Manusia (Perkhidmatan),C29,C,Sains
SZA0027,Kursus Human Resource Champions Modul 2: Pengurusan Persaraan,2022,3,PENGURUSAN,Sumber Manusia (Perkhidmatan),C19,C,Sains
SZA0034,Kursus Ekosistem Kondusif Sektor Awam (EKSA),2021,2,PENGURUSAN,Perubahan,C41,C,Sains
SZA0038,Kursus Pengurusan Pelanggan,2021,2,PENGURUSAN,Perubahan,C22,C,Sains
SZA0042,Kursus RBTCS: Adobe After Effects,2022,3,ICT,Produktiviti Desktop,C19,C,Sains
SZA0044,Kursus Penstriman Video,2022,4,PENERBITAN,Creative Image/Video,C41,C,Sains
SZA0051,Kursus Asas Pengaturcaraan PHP Laravel Framework,2023,3,ICT,Pembangunan Sistem,C44,C,Sains
SZA0058,Kursus Pengurusan Aset Alih Kerajaan,2024,3,KEWANGAN,Pengurusan Aset dan Stor,C19,C,Sains
TZA0014,Kursus Sistem Pengurusan Stor,2021,2,KEWANGAN,Pengurusan Aset dan Stor,C44,C,Sains
TZA0036,KURSUS PEMBINAAN IMEJ PROFESIONAL,2021,2,PEMBANGUNAN DIRI DAN SAHSIAH,Keyakinan Diri,C44,C,Sains
TZA0046,RBTCS: Excel and PowerPoint Productivity Hacks for Presenter,2022,3,ICT,Pengurusan Maklumat,C19,C,Sains
TZA0053,Kursus Pemerkasaan Auditee: Pengurusan Aset Alih,2023,3,KEWANGAN,Kewangan,C19,C,Sains
UZA0006,Kursus Tatacara Pengurusan Stor dalam Pengurusan Kewangan Negara,2021,2,KEWANGAN,Pengurusan Aset dan Stor,C22,C,Sains
UZA0008,Bengkel Buku Perkhidmatan Kerajaan,2021,3,PENGURUSAN,Sumber Manusia (Perkhidmatan),C19,C,Sains
UZA0014,Kursus Setiausaha Awesome dan Ideal,2021,3,PEMBANGUNAN DIRI DAN SAHSIAH,Petunjuk & Prestasi (KPI),C19,C,Sains
UZA0015,Kursus Horizon Baharu Kumpulan Inovatif dan Kreatif (KIK),2021,2,INOVASI DAN KREATIVITI,Kumpulan Inovatif dan Kreatif,C19,C,Sains
UZA0021,Kursus Etika Kerja Perkhidmatan Awam: Peranan Penyelia,2021,1,KEPIMPINAN,Kepimpinan,C41,C,Sains
UZA0031,Kursus Leadership Plus,2021,2,KEPIMPINAN,Kepimpinan,C41,C,Sains
UZA0033,Kursus Change Management,2021,3,PENGURUSAN,Perubahan,C44,C,Sains
UZA0034,Kursus Negara Bangsa,2021,1,PEMBANGUNAN DIRI DAN SAHSIAH,Petunjuk & Prestasi (KPI),C19,C,Sains
UZA0035,Kursus Asas Perakaunan Akruan,2021,2,KEWANGAN,Kewangan,C19,C,Sains
UZA0050,Kursus Kenali Personaliti Perkhidmatan Berkualiti (Dry-Run),2023,3,PSIKOLOGI,Psikologi Dan Minda,C29,C,Sains
UZA0051,Bengkel Audit Dalaman MS ISO 9001:2015,2022,2,PENGURUSAN,Kualiti,C32,C,Sains
UZA0052,Kursus Sistem Pengurusan Aset Alih Kerajaan (SPAA 3.1) SPS,2022,2,KEWANGAN,Pengurusan Aset dan Stor,C29,C,Sains
UZA0069,Kursus Tips & Tricks : Pelupusan Aset Alih & Stok Kerajaan,2024,2,KEWANGAN,Pengurusan Aset dan Stor,C22,C,Sains
WZA0006,Pengurusan Masa,2021,2,PENGURUSAN,Perubahan,C29,C,Sains
WZA0008,"Kursus Ekosistem Kondusif Sektor Awam: Prinsip, Prosedur dan Amalan",2021,2,PENGURUSAN,Perubahan,C19,C,Sains
WZA0012,Kursus Audit Dalam Ekosistem Kondusif Sektor Awam (EKSA),2022,2,PENGURUSAN,Sumber Manusia (Perkhidmatan),C41,C,Sains
WZA0018,Kursus Enhancing Delivery Service: English for Customer Service,2023,2,BAHASA,English,C29,C,Sains
WZA0025,Kursus Petugas Barisan Hadapan Yang Berkaliber,2021,2,PEMBANGUNAN DIRI DAN SAHSIAH,Keyakinan Diri,C22,C,Sains
WZA0049,Profesionalisme Diri Unggul,2022,3,PEMBANGUNAN DIRI DAN SAHSIAH,Keperibadian dan Profesionalisme,C22,C,Sains
WZA0051,RBTCS: Blockchain Awareness Program - 101,2021,1,ICT,Pengurusan Maklumat,C44,C,Sains
WZA0052,RBTCS : Insights to Big Data,2021,1,ICT,Pengurusan Maklumat,C44,C,Sains
WZA0053,RBTCS:  Module 20779A: Analyzing Data with Excel,2021,3,ICT,Pengurusan Maklumat,C19,C,Sains
WZA0057,Pengurusan Buku Perkhidmatan Kerajaan,2022,2,PENGURUSAN,Sumber Manusia (Perkhidmatan),C19,C,Sains
WZA0060,Bengkel Penyediaan Projek KIK Horizon Baharu,2022,3,INOVASI DAN KREATIVITI,Kumpulan Inovatif dan Kreatif,C19,C,Sains
AAA0019,KURSUS PEMANTAPAN TANAMAN SAYURAN SECARA IOT DAN BERTEKNOLOGI (UPSKILLING-GS),2023,3,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,DG44,D,Pendidikan
AAA0024,KURSUS UPSKILLING TANAMAN KELAPA (UPSKILLING-GS),2023,3,PERTANIAN,PENGURUSAN LADANG,DG44,D,Pendidikan
BZA0019,RBTCS: Digital Marketing Workshop,2021,2,ICT,Pengurusan Maklumat,DG41,D,Pendidikan
BZA0020,RBTCS: Get Creative: Desktop Publishing Design Software,2021,2,ICT,Produktiviti Desktop,DV41,D,Pendidikan
BZA0036,Kursus Komunikasi Tersirat (Non-Verbal),2022,2,PEMBANGUNAN DIRI DAN SAHSIAH,Keyakinan Diri,DV29,D,Pendidikan
BZA0056,Kursus Internet Of Things (Tahap Asas),2023,3,ICT,Pengurusan Pengetahuan dan Maklumat Digital,DH44,D,Pendidikan
CAA0003,KURSUS PEMINDAHAN TEKNOLOGI TERNAKAN IKAN BETA BIL. 1/2023 (UPSKILLING-GS),2023,3,PERIKANAN,AKUAKULTUR,DG44,D,Pendidikan
CAA0020,KURSUS TEKNOLOGI PENGHASILAN MAKANAN HIDUP MOINA SECARA HYGENIK (UPSKILLING-GS),2023,4,PERIKANAN,AKUAKULTUR,DG44,D,Pendidikan
CAA0025,KURSUS PEMINDAHAN TEKNOLOGI PEMBENIHAN IKAN PATIN (UPSKILLING-GS),2023,4,PERIKANAN,AKUAKULTUR,DH41,D,Pendidikan
CAA0028,KURSUS PEMINDAHAN TEKNOLOGI TUMBUHAN AKUATIK DAN VIVARIUM (UPSKILLING-GS),2023,3,PERIKANAN,AKUAKULTUR,DV22,D,Pendidikan
CAA0064,KURSUS PEMINDAHAN TEKNOLOGI PEMBIAKAN IKAN KELAH (UPSKILLING-GS),2024,2,PERIKANAN,AKUAKULTUR,DG41,D,Pendidikan
CCA0021,Teknologi Tanaman  Kubis Tanah Rendah,2022,2,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,DG44,D,Pendidikan
CCA0035,BIG DATA ANALYTICS FOR PRECISION AGRICULTURE,2023,3,ICT,Pengurusan Pangkalan Data,DV38,D,Pendidikan
CCA0047,MOBILE JOURNALISM (MOJO) (FLEKSIBEL DAN PROFESSIONAL),2023,3,ICT,Digital Skills Trainer,D44,D,Pendidikan
CCA0053,Kursus Penghasilan Infografik Hebahan Jabatan Pertanian,2024,3,ICT,Pengurusan Maklumat,DG44,D,Pendidikan
CCA0058,Kursus Pakej Teknologi Tanaman Jagung Manis,2024,3,PERTANIAN,PENGEMBANGAN PERTANIAN,DG44,D,Pendidikan
CCA0061,Kursus Penulisan Laporan & Artikel,2024,2,PENERBITAN,PENULISAN,D41,D,Pendidikan
CCA0067,Kursus Pengurusan Perancangan Perniagaan Mengikut Tanaman Berfokus,2024,3,PERNIAGAAN,Import Eksport,DG44,D,Pendidikan
CCA0070,Kursus Pakej Teknologi Tanaman Manggis,2024,3,PERTANIAN,PENGURUSAN LADANG,DG44,D,Pendidikan
DDA0038,Kursus Penyelenggaraan Pam Air,2023,3,"SAINS, TEKNOLOGI DAN KEJURUTERAAN","Sains, Teknologi dan Kejuruteraan",DV22,D,Pendidikan
DDA0042,Kursus Pemeriksaan Tapak Pemeliharaan Lebah/Kelulut,2023,3,PERTANIAN,PENGEMBANGAN PERTANIAN,DV36,D,Pendidikan
DDA0049,"Kursus Pakej Teknologi NFT, DFT Dan Vertical Farming Bagi Tanaman Sayuran Ke Arah Veggie Factory",2023,3,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,DG41,D,Pendidikan
DDA0068,Kursus Pengenalan Teknik Videografi dan Suntingan Video Menggunakan Aplikasi CapCut,2024,3,ICT,Pengurusan Pengetahuan dan Maklumat Digital,DG48,D,Pendidikan
EAA0001,KURSUS KAWALAN PENYAKIT DALAM TANAMAN FERTIGASI (UPSKILLING GS),2023,2,VETERINAR,KAWALAN PENYAKIT,DG41,D,Pendidikan
EDA0001,KURSUS UPSKILLING & RESKILLING TEKNOLOGI TANAMAN ASAS FERTIGASI CILI (SIRI 3),2023,2,PERTANIAN,PENGEMBANGAN PERTANIAN,DV30,D,Pendidikan
EEA0009,TEKNOLOGI TANAMAN TEMBIKAI DAN ROCK MELON,2022,3,PERTANIAN,PENGEMBANGAN PERTANIAN,DV29,D,Pendidikan
EEA0017,TEKNOLOGI TANAMAN DURIAN,2022,3,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,DG48,D,Pendidikan
EEA0035,PENGURUSAN DAN PENGENDALIAN KRISIS DI MEDIA SOSIAL,2023,2,ICT,Pengurusan Pengetahuan dan Maklumat Digital,DH48,D,Pendidikan
EEA0040,PENGURUSAN DAN PELAKSANAAN PROJEK PERTANIAN,2023,3,PERTANIAN,PENGEMBANGAN PERTANIAN,DG41,D,Pendidikan
EEA0043,PENULISAN RENCANA DAN BERITA BERPENGARUH UNTUK JABATAN,2023,3,PENERBITAN,PENULISAN,DG44,D,Pendidikan
EEA0069,TEKNOLOGI NAPIER,2024,3,PERTANIAN,PENGURUSAN LADANG,DG48,D,Pendidikan
EEA0071,KEMAHIRAN KOMUNIKASI PENGEMBANGAN BERKESAN,2024,3,KOMUNIKASI,Pengurusan Pelanggan,DG44,D,Pendidikan
EEA0081,TEKNIK PEMPEROSESAN KOPI,2024,3,INDUSTRI MAKANAN,PEMPROSESAN MAKANAN,DG44,D,Pendidikan
EEA0082,TEKNOLOGI PENGHASILAN MADU KELULUT BERKUALITI TINGGI,2024,3,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,DG44,D,Pendidikan
EJA0004,KURSUS  TEKNOLOGI TANAMAN ASAS HIDROPONIK SAYURAN NFT (UPSKILLING GS),2023,2,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,DG54,D,Pendidikan
EMA0001,KURSUS TANAMAN FERTIGASI SECARA PERTANIAN PINTAR (SMART FARMING) - SIRI 1 (UPSKILLING GS),2023,1,PERTANIAN,PENGEMBANGAN PERTANIAN,DG48,D,Pendidikan
EMB0001,KURSUS TEKNOLOGI TANAMAN ASAS FERTIGASI CILI SIRI 2 UPSKILLING GS,2023,2,PERTANIAN,PENGEMBANGAN PERTANIAN,DH48,D,Pendidikan
ENA0001,Kursus Teknologi Tanaman Asas Hidroponik (NFT) Sayuran Berdaun - Sawi (Siri 1) - (Upskilling GS),2023,2,PERTANIAN,PENGEMBANGAN PERTANIAN,DG44,D,Pendidikan
